Theta 75.800003| s'x -2.782242 | s'y 9.282242 | t'xy 1.082940 
Theta 75.900002| s'x -2.807477 | s'y 9.307477 | t'xy 1.050257 
Theta 76.000000| s'x -2.832641 | s'y 9.332641 | t'xy 1.017560 
Theta 76.099998| s'x -2.857730 | s'y 9.357731 | t'xy 0.984849 
Theta 76.200005| s'x -2.882746 | s'y 9.382746 | t'xy 0.952127 
Theta 76.300003| s'x -2.907686 | s'y 9.407686 | t'xy 0.919394 
Theta 76.400002| s'x -2.932551 | s'y 9.432551 | t'xy 0.886649 
Theta 76.500000| s'x -2.957340 | s'y 9.457339 | t'xy 0.853895 
Theta 76.599998| s'x -2.982054 | s'y 9.482054 | t'xy 0.821129 
Theta 76.700005| s'x -3.006694 | s'y 9.506694 | t'xy 0.788350 
Theta 76.800003| s'x -3.031256 | s'y 9.531257 | t'xy 0.755565 
Theta 76.900002| s'x -3.055740 | s'y 9.555740 | t'xy 0.722772 
Theta 77.000000| s'x -3.080149 | s'y 9.580149 | t'xy 0.689968 
Theta 77.099998| s'x -3.104481 | s'y 9.604481 | t'xy 0.657156 
Theta 77.200005| s'x -3.128735 | s'y 9.628736 | t'xy 0.624336 
Theta 77.300003| s'x -3.152912 | s'y 9.652912 | t'xy 0.591508 
Theta 77.400002| s'x -3.177010 | s'y 9.677011 | t'xy 0.558673 
Theta 77.500000| s'x -3.201029 | s'y 9.701029 | t'xy 0.525833 
Theta 77.599998| s'x -3.224970 | s'y 9.724971 | t'xy 0.492985 
Theta 77.700005| s'x -3.248835 | s'y 9.748835 | t'xy 0.460128 
Theta 77.800003| s'x -3.272617 | s'y 9.772616 | t'xy 0.427271 
Theta 77.900002| s'x -3.296321 | s'y 9.796321 | t'xy 0.394406 
Theta 78.000000| s'x -3.319945 | s'y 9.819945 | t'xy 0.361536 
Theta 78.099998| s'x -3.343488 | s'y 9.843488 | t'xy 0.328664 
Theta 78.200005| s'x -3.366953 | s'y 9.866953 | t'xy 0.295783 
Theta 78.300003| s'x -3.390337 | s'y 9.890336 | t'xy 0.262901 
Theta 78.400002| s'x -3.413637 | s'y 9.913637 | t'xy 0.230018 
Theta 78.500000| s'x -3.436858 | s'y 9.936858 | t'xy 0.197131 
Theta 78.599998| s'x -3.459998 | s'y 9.959998 | t'xy 0.164240 
Theta 78.700005| s'x -3.483057 | s'y 9.983058 | t'xy 0.131346 
Theta 78.800003| s'x -3.506032 | s'y 10.006032 | t'xy 0.098454 
Theta 78.900002| s'x -3.528925 | s'y 10.028926 | t'xy 0.065559 
Theta 79.000000| s'x -3.551736 | s'y 10.051737 | t'xy 0.032663 
Theta 79.099998| s'x -3.574463 | s'y 10.074463 | t'xy -0.000231 
Theta 79.200005| s'x -3.597109 | s'y 10.097110 | t'xy -0.033129 
Theta 79.300003| s'x -3.619671 | s'y 10.119671 | t'xy -0.066025 
Theta 79.400002| s'x -3.642147 | s'y 10.142147 | t'xy -0.098918 
Theta 79.500000| s'x -3.664541 | s'y 10.164541 | t'xy -0.131812 
Theta 79.599998| s'x -3.686851 | s'y 10.186851 | t'xy -0.164704 
Theta 79.700005| s'x -3.709076 | s'y 10.209076 | t'xy -0.197595 
Theta 79.800003| s'x -3.731216 | s'y 10.231215 | t'xy -0.230483 
Theta 79.900002| s'x -3.753271 | s'y 10.253271 | t'xy -0.263368 
Theta 80.000000| s'x -3.775239 | s'y 10.275239 | t'xy -0.296247 
Theta 80.099998| s'x -3.797124 | s'y 10.297124 | t'xy -0.329125 
Theta 80.200005| s'x -3.818923 | s'y 10.318924 | t'xy -0.362002 
Theta 80.300003| s'x -3.840634 | s'y 10.340634 | t'xy -0.394869 
Theta 80.400002| s'x -3.862260 | s'y 10.362260 | t'xy -0.427734 
Theta 80.500000| s'x -3.883799 | s'y 10.383800 | t'xy -0.460594 
Theta 80.599998| s'x -3.905250 | s'y 10.405251 | t'xy -0.493446 
Theta 80.700005| s'x -3.926617 | s'y 10.426617 | t'xy -0.526297 
Theta 80.800003| s'x -3.947894 | s'y 10.447894 | t'xy -0.559138 
Theta 80.900002| s'x -3.969084 | s'y 10.469085 | t'xy -0.591973 
Theta 81.000000| s'x -3.990185 | s'y 10.490185 | t'xy -0.624799 
Theta 81.099998| s'x -4.011199 | s'y 10.511199 | t'xy -0.657619 
Theta 81.200005| s'x -4.032125 | s'y 10.532125 | t'xy -0.690433 
Theta 81.300003| s'x -4.052960 | s'y 10.552960 | t'xy -0.723235 
Theta 81.400002| s'x -4.073708 | s'y 10.573708 | t'xy -0.756029 
Theta 81.500000| s'x -4.094366 | s'y 10.594366 | t'xy -0.788815 
Theta 81.599998| s'x -4.114933 | s'y 10.614934 | t'xy -0.821589 
Theta 81.700005| s'x -4.135414 | s'y 10.635414 | t'xy -0.854357 
Theta 81.800003| s'x -4.155803 | s'y 10.655804 | t'xy -0.887113 
Theta 81.900002| s'x -4.176101 | s'y 10.676101 | t'xy -0.919855 
Theta 82.000000| s'x -4.196309 | s'y 10.696309 | t'xy -0.952589 
Theta 82.099998| s'x -4.216427 | s'y 10.716427 | t'xy -0.985311 
Theta 82.200005| s'x -4.236454 | s'y 10.736453 | t'xy -1.018021 
Theta 82.300003| s'x -4.256389 | s'y 10.756389 | t'xy -1.050719 
Theta 82.400002| s'x -4.276233 | s'y 10.776233 | t'xy -1.083403 
Theta 82.500000| s'x -4.295984 | s'y 10.795983 | t'xy -1.116073 
Theta 82.599998| s'x -4.315644 | s'y 10.815644 | t'xy -1.148731 
Theta 82.700005| s'x -4.335214 | s'y 10.835214 | t'xy -1.181377 
Theta 82.800003| s'x -4.354689 | s'y 10.854690 | t'xy -1.214007 
Theta 82.900002| s'x -4.374071 | s'y 10.874071 | t'xy -1.246619 
Theta 83.000000| s'x -4.393361 | s'y 10.893361 | t'xy -1.279219 
Theta 83.099998| s'x -4.412557 | s'y 10.912557 | t'xy -1.311801 
Theta 83.200005| s'x -4.431662 | s'y 10.931662 | t'xy -1.344371 
Theta 83.300003| s'x -4.450672 | s'y 10.950672 | t'xy -1.376923 
Theta 83.400002| s'x -4.469588 | s'y 10.969588 | t'xy -1.409457 
Theta 83.500000| s'x -4.488409 | s'y 10.988409 | t'xy -1.441973 
Theta 83.599998| s'x -4.507137 | s'y 11.007137 | t'xy -1.474473 
Theta 83.700005| s'x -4.525772 | s'y 11.025771 | t'xy -1.506958 
Theta 83.800003| s'x -4.544309 | s'y 11.044309 | t'xy -1.539419 
Theta 83.900002| s'x -4.562753 | s'y 11.062753 | t'xy -1.571864 
Theta 84.000000| s'x -4.581101 | s'y 11.081101 | t'xy -1.604290 
Theta 84.099998| s'x -4.599353 | s'y 11.099353 | t'xy -1.636694 
Theta 84.200005| s'x -4.617511 | s'y 11.117512 | t'xy -1.669083 
Theta 84.300003| s'x -4.635573 | s'y 11.135573 | t'xy -1.701449 
Theta 84.400002| s'x -4.653537 | s'y 11.153537 | t'xy -1.733792 
Theta 84.500000| s'x -4.671406 | s'y 11.171407 | t'xy -1.766116 
Theta 84.599998| s'x -4.689179 | s'y 11.189178 | t'xy -1.798419 
Theta 84.700005| s'x -4.706856 | s'y 11.206856 | t'xy -1.830702 
Theta 84.800003| s'x -4.724434 | s'y 11.224434 | t'xy -1.862958 
Theta 84.900002| s'x -4.741915 | s'y 11.241916 | t'xy -1.895194 
Theta 85.000000| s'x -4.759299 | s'y 11.259298 | t'xy -1.927405 
Theta 85.099998| s'x -4.776586 | s'y 11.276586 | t'xy -1.959594 
Theta 85.200005| s'x -4.793776 | s'y 11.293776 | t'xy -1.991761 
Theta 85.300003| s'x -4.810866 | s'y 11.310866 | t'xy -2.023902 
Theta 85.400002| s'x -4.827858 | s'y 11.327858 | t'xy -2.056016 
Theta 85.500000| s'x -4.844752 | s'y 11.344752 | t'xy -2.088108 
Theta 85.599998| s'x -4.861548 | s'y 11.361548 | t'xy -2.120174 
Theta 85.700005| s'x -4.878245 | s'y 11.378245 | t'xy -2.152214 
Theta 85.800003| s'x -4.894843 | s'y 11.394843 | t'xy -2.184228 
Theta 85.900002| s'x -4.911341 | s'y 11.411342 | t'xy -2.216215 
Theta 86.000000| s'x -4.927740 | s'y 11.427739 | t'xy -2.248173 
Theta 86.099998| s'x -4.944039 | s'y 11.444039 | t'xy -2.280106 
Theta 86.200005| s'x -4.960239 | s'y 11.460239 | t'xy -2.312013 
Theta 86.300003| s'x -4.976338 | s'y 11.476338 | t'xy -2.343888 
Theta 86.400002| s'x -4.992338 | s'y 11.492337 | t'xy -2.375736 
Theta 86.500000| s'x -5.008236 | s'y 11.508237 | t'xy -2.407555 
Theta 86.599998| s'x -5.024034 | s'y 11.524034 | t'xy -2.439343 
Theta 86.700005| s'x -5.039732 | s'y 11.539732 | t'xy -2.471106 
Theta 86.800003| s'x -5.055329 | s'y 11.555328 | t'xy -2.502836 
Theta 86.900002| s'x -5.070823 | s'y 11.570823 | t'xy -2.534534 
Theta 87.000000| s'x -5.086217 | s'y 11.586217 | t'xy -2.566202 
Theta 87.099998| s'x -5.101509 | s'y 11.601509 | t'xy -2.597840 
Theta 87.200005| s'x -5.116701 | s'y 11.616701 | t'xy -2.629448 
Theta 87.300003| s'x -5.131788 | s'y 11.631788 | t'xy -2.661020 
Theta 87.400002| s'x -5.146775 | s'y 11.646775 | t'xy -2.692561 
Theta 87.500000| s'x -5.161659 | s'y 11.661659 | t'xy -2.724070 
Theta 87.599998| s'x -5.176440 | s'y 11.676439 | t'xy -2.755543 
Theta 87.700005| s'x -5.191120 | s'y 11.691119 | t'xy -2.786987 
Theta 87.800003| s'x -5.205696 | s'y 11.705696 | t'xy -2.818395 
Theta 87.900002| s'x -5.220168 | s'y 11.720168 | t'xy -2.849766 
Theta 88.000000| s'x -5.234538 | s'y 11.734538 | t'xy -2.881105 
Theta 88.099998| s'x -5.248805 | s'y 11.748804 | t'xy -2.912409 
Theta 88.200005| s'x -5.262967 | s'y 11.762967 | t'xy -2.943677 
Theta 88.300003| s'x -5.277027 | s'y 11.777026 | t'xy -2.974910 
Theta 88.400002| s'x -5.290982 | s'y 11.790982 | t'xy -3.006106 
Theta 88.500000| s'x -5.304832 | s'y 11.804832 | t'xy -3.037263 
Theta 88.599998| s'x -5.318579 | s'y 11.818580 | t'xy -3.068385 
Theta 88.700005| s'x -5.332223 | s'y 11.832223 | t'xy -3.099473 
Theta 88.800003| s'x -5.345760 | s'y 11.845760 | t'xy -3.130518 
Theta 88.900002| s'x -5.359193 | s'y 11.859193 | t'xy -3.161527 
Theta 89.000000| s'x -5.372522 | s'y 11.872521 | t'xy -3.192498 
Theta 89.099998| s'x -5.385744 | s'y 11.885744 | t'xy -3.223427 
Theta 89.200005| s'x -5.398863 | s'y 11.898863 | t'xy -3.254322 
Theta 89.300003| s'x -5.411876 | s'y 11.911876 | t'xy -3.285175 
Theta 89.400002| s'x -5.424783 | s'y 11.924783 | t'xy -3.315988 
Theta 89.500000| s'x -5.437584 | s'y 11.937584 | t'xy -3.346758 
Theta 89.599998| s'x -5.450279 | s'y 11.950279 | t'xy -3.377490 
Theta 89.700005| s'x -5.462870 | s'y 11.962870 | t'xy -3.408182 
Theta 89.800003| s'x -5.475352 | s'y 11.975352 | t'xy -3.438829 
Theta 89.900002| s'x -5.487730 | s'y 11.987730 | t'xy -3.469436 
Theta 90.000000| s'x -5.500000 | s'y 12.000000 | t'xy -3.500001 
Theta 90.099998| s'x -5.512164 | s'y 12.012163 | t'xy -3.530521 
Theta 90.200005| s'x -5.524222 | s'y 12.024221 | t'xy -3.561002 
Theta 90.300003| s'x -5.536172 | s'y 12.036172 | t'xy -3.591438 
Theta 90.400002| s'x -5.548015 | s'y 12.048015 | t'xy -3.621828 
Theta 90.500000| s'x -5.559751 | s'y 12.059751 | t'xy -3.652175 
Theta 90.599998| s'x -5.571380 | s'y 12.071380 | t'xy -3.682479 
Theta 90.700005| s'x -5.582901 | s'y 12.082901 | t'xy -3.712737 
Theta 90.800003| s'x -5.594315 | s'y 12.094315 | t'xy -3.742950 
Theta 90.900002| s'x -5.605620 | s'y 12.105620 | t'xy -3.773118 
Theta 91.000000| s'x -5.616817 | s'y 12.116817 | t'xy -3.803237 
Theta 91.099998| s'x -5.627908 | s'y 12.127908 | t'xy -3.833313 
Theta 91.200005| s'x -5.638890 | s'y 12.138890 | t'xy -3.863343 
Theta 91.300003| s'x -5.649764 | s'y 12.149764 | t'xy -3.893325 
Theta 91.400002| s'x -5.660528 | s'y 12.160528 | t'xy -3.923257 
Theta 91.500000| s'x -5.671185 | s'y 12.171185 | t'xy -3.953143 
Theta 91.599998| s'x -5.681732 | s'y 12.181732 | t'xy -3.982981 
Theta 91.700005| s'x -5.692171 | s'y 12.192171 | t'xy -4.012771 
Theta 91.800003| s'x -5.702501 | s'y 12.202501 | t'xy -4.042511 
Theta 91.900002| s'x -5.712722 | s'y 12.212722 | t'xy -4.072203 
Theta 92.000000| s'x -5.722833 | s'y 12.222833 | t'xy -4.101843 
Theta 92.099998| s'x -5.732835 | s'y 12.232835 | t'xy -4.131434 
Theta 92.200005| s'x -5.742729 | s'y 12.242729 | t'xy -4.160978 
Theta 92.300003| s'x -5.752512 | s'y 12.252511 | t'xy -4.190467 
Theta 92.400002| s'x -5.762185 | s'y 12.262185 | t'xy -4.219906 
Theta 92.500000| s'x -5.771749 | s'y 12.271749 | t'xy -4.249295 
Theta 92.599998| s'x -5.781202 | s'y 12.281202 | t'xy -4.278629 
Theta 92.700005| s'x -5.790546 | s'y 12.290546 | t'xy -4.307916 
Theta 92.800003| s'x -5.799780 | s'y 12.299780 | t'xy -4.337148 
Theta 92.900002| s'x -5.808903 | s'y 12.308903 | t'xy -4.366324 
Theta 93.000000| s'x -5.817916 | s'y 12.317916 | t'xy -4.395451 
Theta 93.099998| s'x -5.826818 | s'y 12.326818 | t'xy -4.424523 
Theta 93.200005| s'x -5.835611 | s'y 12.335611 | t'xy -4.453543 
Theta 93.300003| s'x -5.844292 | s'y 12.344292 | t'xy -4.482505 
Theta 93.400002| s'x -5.852862 | s'y 12.352862 | t'xy -4.511415 
Theta 93.500000| s'x -5.861322 | s'y 12.361321 | t'xy -4.540269 
Theta 93.599998| s'x -5.869670 | s'y 12.369670 | t'xy -4.569067 
Theta 93.700005| s'x -5.877908 | s'y 12.377908 | t'xy -4.597812 
Theta 93.800003| s'x -5.886034 | s'y 12.386034 | t'xy -4.626499 
Theta 93.900002| s'x -5.894048 | s'y 12.394048 | t'xy -4.655128 
Theta 94.000000| s'x -5.901951 | s'y 12.401952 | t'xy -4.683703 
Theta 94.099998| s'x -5.909743 | s'y 12.409743 | t'xy -4.712220 
Theta 94.200005| s'x -5.917424 | s'y 12.417423 | t'xy -4.740680 
Theta 94.300003| s'x -5.924992 | s'y 12.424993 | t'xy -4.769083 
Theta 94.400002| s'x -5.932449 | s'y 12.432449 | t'xy -4.797426 
Theta 94.500000| s'x -5.939794 | s'y 12.439794 | t'xy -4.825710 
Theta 94.599998| s'x -5.947026 | s'y 12.447026 | t'xy -4.853937 
Theta 94.700005| s'x -5.954148 | s'y 12.454147 | t'xy -4.882106 
Theta 94.800003| s'x -5.961156 | s'y 12.461156 | t'xy -4.910213 
Theta 94.900002| s'x -5.968052 | s'y 12.468053 | t'xy -4.938261 
Theta 95.000000| s'x -5.974836 | s'y 12.474836 | t'xy -4.966249 
Theta 95.099998| s'x -5.981508 | s'y 12.481508 | t'xy -4.994175 
Theta 95.200005| s'x -5.988068 | s'y 12.488068 | t'xy -5.022044 
Theta 95.300003| s'x -5.994514 | s'y 12.494514 | t'xy -5.049849 
Theta 95.400002| s'x -6.000848 | s'y 12.500849 | t'xy -5.077593 
Theta 95.500000| s'x -6.007069 | s'y 12.507070 | t'xy -5.105273 
Theta 95.599998| s'x -6.013178 | s'y 12.513178 | t'xy -5.132894 
Theta 95.700005| s'x -6.019174 | s'y 12.519174 | t'xy -5.160453 
Theta 95.800003| s'x -6.025056 | s'y 12.525056 | t'xy -5.187945 
Theta 95.900002| s'x -6.030826 | s'y 12.530826 | t'xy -5.215377 
Theta 96.000000| s'x -6.036483 | s'y 12.536483 | t'xy -5.242744 
Theta 96.099998| s'x -6.042026 | s'y 12.542026 | t'xy -5.270047 
Theta 96.200005| s'x -6.047456 | s'y 12.547457 | t'xy -5.297288 
Theta 96.300003| s'x -6.052773 | s'y 12.552773 | t'xy -5.324463 
Theta 96.400002| s'x -6.057977 | s'y 12.557977 | t'xy -5.351572 
Theta 96.500000| s'x -6.063067 | s'y 12.563066 | t'xy -5.378617 
Theta 96.599998| s'x -6.068044 | s'y 12.568044 | t'xy -5.405596 
Theta 96.700005| s'x -6.072906 | s'y 12.572906 | t'xy -5.432510 
Theta 96.800003| s'x -6.077656 | s'y 12.577656 | t'xy -5.459358 
Theta 96.900002| s'x -6.082292 | s'y 12.582293 | t'xy -5.486138 
Theta 97.000000| s'x -6.086814 | s'y 12.586814 | t'xy -5.512851 
Theta 97.099998| s'x -6.091223 | s'y 12.591223 | t'xy -5.539498 
Theta 97.200005| s'x -6.095518 | s'y 12.595517 | t'xy -5.566079 
Theta 97.300003| s'x -6.099698 | s'y 12.599698 | t'xy -5.592591 
Theta 97.400002| s'x -6.103765 | s'y 12.603765 | t'xy -5.619032 
Theta 97.500000| s'x -6.107718 | s'y 12.607718 | t'xy -5.645407 
Theta 97.599998| s'x -6.111557 | s'y 12.611556 | t'xy -5.671713 
Theta 97.700005| s'x -6.115281 | s'y 12.615281 | t'xy -5.697951 
Theta 97.800003| s'x -6.118892 | s'y 12.618892 | t'xy -5.724118 
Theta 97.900002| s'x -6.122388 | s'y 12.622389 | t'xy -5.750216 
Theta 98.000000| s'x -6.125771 | s'y 12.625771 | t'xy -5.776242 
Theta 98.099998| s'x -6.129039 | s'y 12.629039 | t'xy -5.802200 
Theta 98.200005| s'x -6.132193 | s'y 12.632193 | t'xy -5.828088 
Theta 98.300003| s'x -6.135232 | s'y 12.635232 | t'xy -5.853902 
Theta 98.400002| s'x -6.138157 | s'y 12.638157 | t'xy -5.879647 
Theta 98.500000| s'x -6.140968 | s'y 12.640967 | t'xy -5.905320 
Theta 98.599998| s'x -6.143664 | s'y 12.643663 | t'xy -5.930919 
Theta 98.700005| s'x -6.146246 | s'y 12.646246 | t'xy -5.956449 
Theta 98.800003| s'x -6.148713 | s'y 12.648713 | t'xy -5.981905 
Theta 98.900002| s'x -6.151066 | s'y 12.651066 | t'xy -6.007287 
Theta 99.000000| s'x -6.153304 | s'y 12.653304 | t'xy -6.032596 
Theta 99.099998| s'x -6.155427 | s'y 12.655428 | t'xy -6.057833 
Theta 99.200005| s'x -6.157437 | s'y 12.657437 | t'xy -6.082997 
Theta 99.300003| s'x -6.159331 | s'y 12.659331 | t'xy -6.108084 
Theta 99.400002| s'x -6.161111 | s'y 12.661111 | t'xy -6.133098 
Theta 99.500000| s'x -6.162776 | s'y 12.662776 | t'xy -6.158037 
Theta 99.599998| s'x -6.164327 | s'y 12.664327 | t'xy -6.182900 
Theta 99.700005| s'x -6.165762 | s'y 12.665762 | t'xy -6.207690 
Theta 99.800003| s'x -6.167083 | s'y 12.667084 | t'xy -6.232404 
Theta 99.900002| s'x -6.168290 | s'y 12.668289 | t'xy -6.257040 
Theta 100.000000| s'x -6.169381 | s'y 12.669381 | t'xy -6.281600 
Theta 100.099998| s'x -6.170358 | s'y 12.670358 | t'xy -6.306085 
Theta 100.200005| s'x -6.171220 | s'y 12.671220 | t'xy -6.330493 
Theta 100.300003| s'x -6.171967 | s'y 12.671967 | t'xy -6.354824 
Theta 100.400002| s'x -6.172599 | s'y 12.672599 | t'xy -6.379076 
Theta 100.500000| s'x -6.173117 | s'y 12.673117 | t'xy -6.403251 
Theta 100.599998| s'x -6.173519 | s'y 12.673519 | t'xy -6.427348 
Theta 100.700005| s'x -6.173807 | s'y 12.673807 | t'xy -6.451369 
Theta 100.800003| s'x -6.173980 | s'y 12.673980 | t'xy -6.475307 
Theta 100.900002| s'x -6.174038 | s'y 12.674038 | t'xy -6.499169 
Theta 101.000000| s'x -6.173982 | s'y 12.673982 | t'xy -6.522952 
Theta 101.099998| s'x -6.173810 | s'y 12.673810 | t'xy -6.546653 
Theta 101.200005| s'x -6.173524 | s'y 12.673524 | t'xy -6.570278 
Theta 101.300003| s'x -6.173123 | s'y 12.673123 | t'xy -6.593821 
Theta 101.400002| s'x -6.172607 | s'y 12.672607 | t'xy -6.617283 
Theta 101.500000| s'x -6.171977 | s'y 12.671976 | t'xy -6.640664 
Theta 101.599998| s'x -6.171231 | s'y 12.671231 | t'xy -6.663965 
Theta 101.700005| s'x -6.170371 | s'y 12.670370 | t'xy -6.687187 
Theta 101.800003| s'x -6.169395 | s'y 12.669395 | t'xy -6.710324 
Theta 101.900002| s'x -6.168305 | s'y 12.668305 | t'xy -6.733381 
Theta 102.000000| s'x -6.167101 | s'y 12.667101 | t'xy -6.756355 
Theta 102.099998| s'x -6.165781 | s'y 12.665782 | t'xy -6.779246 
Theta 102.200005| s'x -6.164348 | s'y 12.664348 | t'xy -6.802058 
Theta 102.300003| s'x -6.162798 | s'y 12.662799 | t'xy -6.824784 
Theta 102.400002| s'x -6.161135 | s'y 12.661136 | t'xy -6.847427 
Theta 102.500000| s'x -6.159357 | s'y 12.659357 | t'xy -6.869987 
Theta 102.599998| s'x -6.157464 | s'y 12.657464 | t'xy -6.892464 
Theta 102.700005| s'x -6.155457 | s'y 12.655457 | t'xy -6.914856 
Theta 102.800003| s'x -6.153335 | s'y 12.653335 | t'xy -6.937165 
Theta 102.900002| s'x -6.151098 | s'y 12.651098 | t'xy -6.959389 
Theta 103.000000| s'x -6.148747 | s'y 12.648747 | t'xy -6.981526 
Theta 103.099998| s'x -6.146281 | s'y 12.646281 | t'xy -7.003580 
Theta 103.200005| s'x -6.143701 | s'y 12.643701 | t'xy -7.025550 
Theta 103.300003| s'x -6.141006 | s'y 12.641006 | t'xy -7.047433 
Theta 103.400002| s'x -6.138197 | s'y 12.638197 | t'xy -7.069229 
Theta 103.500000| s'x -6.135274 | s'y 12.635274 | t'xy -7.090940 
Theta 103.599998| s'x -6.132236 | s'y 12.632236 | t'xy -7.112563 
Theta 103.700005| s'x -6.129084 | s'y 12.629084 | t'xy -7.134102 
Theta 103.800003| s'x -6.125817 | s'y 12.625817 | t'xy -7.155554 
Theta 103.900002| s'x -6.122437 | s'y 12.622437 | t'xy -7.176918 
Theta 104.000000| s'x -6.118942 | s'y 12.618942 | t'xy -7.198193 
Theta 104.099998| s'x -6.115333 | s'y 12.615333 | t'xy -7.219381 
Theta 104.200005| s'x -6.111609 | s'y 12.611609 | t'xy -7.240483 
Theta 104.300003| s'x -6.107772 | s'y 12.607773 | t'xy -7.261494 
Theta 104.400002| s'x -6.103821 | s'y 12.603821 | t'xy -7.282418 
Theta 104.500000| s'x -6.099756 | s'y 12.599756 | t'xy -7.303254 
Theta 104.599998| s'x -6.095577 | s'y 12.595577 | t'xy -7.323998 
Theta 104.700005| s'x -6.091284 | s'y 12.591284 | t'xy -7.344657 
Theta 104.800003| s'x -6.086877 | s'y 12.586877 | t'xy -7.365224 
Theta 104.900002| s'x -6.082356 | s'y 12.582356 | t'xy -7.385701 
Theta 105.000000| s'x -6.077722 | s'y 12.577723 | t'xy -7.406089 
Theta 105.099998| s'x -6.072974 | s'y 12.572974 | t'xy -7.426386 
Theta 105.200005| s'x -6.068112 | s'y 12.568112 | t'xy -7.446595 
Theta 105.300003| s'x -6.063138 | s'y 12.563138 | t'xy -7.466710 
Theta 105.400002| s'x -6.058049 | s'y 12.558049 | t'xy -7.486735 
Theta 105.500000| s'x -6.052847 | s'y 12.552847 | t'xy -7.506668 
Theta 105.599998| s'x -6.047532 | s'y 12.547532 | t'xy -7.526511 
Theta 105.700005| s'x -6.042103 | s'y 12.542103 | t'xy -7.546263 
Theta 105.800003| s'x -6.036561 | s'y 12.536561 | t'xy -7.565922 
Theta 105.900002| s'x -6.030906 | s'y 12.530907 | t'xy -7.585488 
Theta 106.000000| s'x -6.025138 | s'y 12.525138 | t'xy -7.604962 
Theta 106.099998| s'x -6.019257 | s'y 12.519258 | t'xy -7.624344 
Theta 106.200005| s'x -6.013263 | s'y 12.513263 | t'xy -7.643632 
Theta 106.300003| s'x -6.007156 | s'y 12.507156 | t'xy -7.662828 
Theta 106.400002| s'x -6.000937 | s'y 12.500937 | t'xy -7.681931 
Theta 106.500000| s'x -5.994604 | s'y 12.494604 | t'xy -7.700938 
Theta 106.599998| s'x -5.988159 | s'y 12.488159 | t'xy -7.719853 
Theta 106.700005| s'x -5.981601 | s'y 12.481601 | t'xy -7.738675 
Theta 106.800003| s'x -5.974931 | s'y 12.474932 | t'xy -7.757401 
Theta 106.900002| s'x -5.968149 | s'y 12.468148 | t'xy -7.776032 
Theta 107.000000| s'x -5.961254 | s'y 12.461254 | t'xy -7.794570 
Theta 107.099998| s'x -5.954247 | s'y 12.454247 | t'xy -7.813011 
Theta 107.200005| s'x -5.947127 | s'y 12.447127 | t'xy -7.831359 
Theta 107.300003| s'x -5.939896 | s'y 12.439896 | t'xy -7.849611 
Theta 107.400002| s'x -5.932553 | s'y 12.432553 | t'xy -7.867765 
Theta 107.500000| s'x -5.925098 | s'y 12.425098 | t'xy -7.885826 
Theta 107.599998| s'x -5.917531 | s'y 12.417531 | t'xy -7.903790 
Theta 107.700005| s'x -5.909852 | s'y 12.409852 | t'xy -7.921659 
Theta 107.800003| s'x -5.902062 | s'y 12.402062 | t'xy -7.939429 
Theta 107.900002| s'x -5.894160 | s'y 12.394160 | t'xy -7.957103 
Theta 108.000000| s'x -5.886147 | s'y 12.386147 | t'xy -7.974681 
Theta 108.099998| s'x -5.878023 | s'y 12.378023 | t'xy -7.992160 
Theta 108.200005| s'x -5.869786 | s'y 12.369786 | t'xy -8.009544 
Theta 108.300003| s'x -5.861440 | s'y 12.361440 | t'xy -8.026830 
Theta 108.400002| s'x -5.852982 | s'y 12.352983 | t'xy -8.044016 
Theta 108.500000| s'x -5.844413 | s'y 12.344413 | t'xy -8.061106 
Theta 108.599998| s'x -5.835733 | s'y 12.335733 | t'xy -8.078097 
Theta 108.700005| s'x -5.826943 | s'y 12.326943 | t'xy -8.094990 
Theta 108.800003| s'x -5.818042 | s'y 12.318042 | t'xy -8.111784 
Theta 108.900002| s'x -5.809031 | s'y 12.309031 | t'xy -8.128480 
Theta 109.000000| s'x -5.799910 | s'y 12.299910 | t'xy -8.145075 
Theta 109.099998| s'x -5.790678 | s'y 12.290677 | t'xy -8.161572 
Theta 109.200005| s'x -5.781334 | s'y 12.281335 | t'xy -8.177971 
Theta 109.300003| s'x -5.771883 | s'y 12.271883 | t'xy -8.194268 
Theta 109.400002| s'x -5.762321 | s'y 12.262321 | t'xy -8.210466 
Theta 109.500000| s'x -5.752648 | s'y 12.252648 | t'xy -8.226564 
Theta 109.599998| s'x -5.742867 | s'y 12.242867 | t'xy -8.242561 
Theta 109.700005| s'x -5.732975 | s'y 12.232975 | t'xy -8.258460 
Theta 109.800003| s'x -5.722974 | s'y 12.222975 | t'xy -8.274257 
Theta 109.900002| s'x -5.712864 | s'y 12.212864 | t'xy -8.289953 
Theta 110.000000| s'x -5.702646 | s'y 12.202645 | t'xy -8.305547 
Theta 110.099998| s'x -5.692317 | s'y 12.192317 | t'xy -8.321041 
Theta 110.200005| s'x -5.681879 | s'y 12.181879 | t'xy -8.336434 
Theta 110.300003| s'x -5.671334 | s'y 12.171333 | t'xy -8.351724 
Theta 110.400002| s'x -5.660679 | s'y 12.160679 | t'xy -8.366913 
Theta 110.500000| s'x -5.649915 | s'y 12.149915 | t'xy -8.382000 
Theta 110.599998| s'x -5.639044 | s'y 12.139044 | t'xy -8.396984 
Theta 110.700005| s'x -5.628063 | s'y 12.128063 | t'xy -8.411868 
